温馨提示-歌曲一般切EXO硬解,#group#
CCTV14-少儿,http://182.117.150.191:9901/tsfile/live/0014_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
CCTV15-音乐,http://182.117.150.191:9901/tsfile/live/0015_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
CCTV17-农业农村,http://182.117.150.191:9901/tsfile/live/0019_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
河南卫视,http://182.117.150.191:9901/tsfile/live/0139_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
浙江卫视,http://182.117.150.191:9901/tsfile/live/0124_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
东方卫视,http://182.117.150.191:9901/tsfile/live/0107_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
江苏卫视,http://182.117.150.191:9901/tsfile/live/0127_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
北京卫视,http://182.117.150.191:9901/tsfile/live/0122_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
广东卫视,http://182.117.150.191:9901/tsfile/live/0125_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
黑龙江卫视,http://182.117.150.191:9901/tsfile/live/0143_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
山东卫视,http://182.117.150.191:9901/tsfile/live/0131_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
安徽卫视,http://182.117.150.191:9901/tsfile/live/0130_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
辽宁卫视,http://182.117.150.191:9901/tsfile/live/0121_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
陕西卫视,http://182.117.150.191:9901/tsfile/live/0136_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
贵州卫视,http://182.117.150.191:9901/tsfile/live/0120_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
河北卫视,http://182.117.150.191:9901/tsfile/live/0117_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
江西卫视,http://182.117.150.191:9901/tsfile/live/0138_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
湖南卫视,http://182.117.150.191:9901/tsfile/live/0128_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
深圳卫视,http://182.117.150.191:9901/tsfile/live/0126_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
四川卫视,http://182.117.150.191:9901/tsfile/live/0123_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
湖北卫视,http://182.117.150.191:9901/tsfile/live/0132_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
天津卫视,http://182.117.150.191:9901/tsfile/live/0135_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
云南卫视,http://182.117.150.191:9901/tsfile/live/0119_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
重庆卫视,http://182.117.150.191:9901/tsfile/live/0142_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
吉林卫视,http://182.117.150.191:9901/tsfile/live/0116_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
宁夏卫视,http://182.117.150.191:9901/tsfile/live/0112_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
东南卫视,http://182.117.150.191:9901/tsfile/live/0137_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
内蒙古卫视,http://182.117.150.191:9901/tsfile/live/0109_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
广西卫视,http://182.117.150.191:9901/tsfile/live/0113_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
山西卫视,http://182.117.150.191:9901/tsfile/live/0118_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
海南卫视,http://182.117.150.191:9901/tsfile/live/1023_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
甘肃卫视,http://182.117.150.191:9901/tsfile/live/0141_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
青海卫视,http://182.117.150.191:9901/tsfile/live/0140_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
西藏卫视,http://182.117.150.191:9901/tsfile/live/0111_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
新疆卫视,http://182.117.150.191:9901/tsfile/live/0110_2.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
金鹰卡通,http://182.117.150.191:9901/tsfile/live/1024_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
酷卡动画,http://182.117.150.191:9901/tsfile/live/1025_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
嘉佳卡通,http://182.117.150.191:9901/tsfile/live/1026_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
优漫卡通,http://182.117.150.191:9901/tsfile/live/1027_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
哈哈炫动,http://182.117.150.191:9901/tsfile/live/1028_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
武术,http://182.117.150.191:9901/tsfile/live/1029_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
国学频道,http://182.117.150.191:9901/tsfile/live/1030_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
南阳新闻,http://182.117.150.191:9901/tsfile/live/1031_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
南阳公共,http://182.117.150.191:9901/tsfile/live/1035_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
南阳科教,http://182.117.150.191:9901/tsfile/live/1036_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
都市频道,http://182.117.150.191:9901/tsfile/live/1037_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
文宝频道,http://182.117.150.191:9901/tsfile/live/1038_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
法制频道,http://182.117.150.191:9901/tsfile/live/1039_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
电视剧频道,http://182.117.150.191:9901/tsfile/live/1040_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
乡村频道,http://182.117.150.191:9901/tsfile/live/1015_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
移动戏曲,http://182.117.150.191:9901/tsfile/live/1041_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
河南民生,http://182.117.150.191:9901/tsfile/live/1043_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
河南公共,http://182.117.150.191:9901/tsfile/live/1044_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
安阳新闻综合,http://182.117.150.191:9901/tsfile/live/1014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
安阳公共频道,http://182.117.150.191:9901/tsfile/live/1016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
安阳科教频道,http://182.117.150.191:9901/tsfile/live/1017_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0

甘肃电信,#genre#

CCTV1-综合,http://61.178.227.57:9901/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://61.178.227.57:9901/tsfile/live/0002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://61.178.227.57:9901/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV4-国际,http://61.178.227.57:9901/tsfile/live/0004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://61.178.227.57:9901/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://61.178.227.57:9901/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://61.178.227.57:9901/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://61.178.227.57:9901/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://61.178.227.57:9901/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://61.178.227.57:9901/tsfile/live/0010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://61.178.227.57:9901/tsfile/live/1006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://61.178.227.57:9901/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV13-新闻,http://61.178.227.57:9901/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV-14少儿,http://61.178.227.57:9901/tsfile/live/1004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV15-音乐,http://61.178.227.57:9901/tsfile/live/1000_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5+体育赛事,http://61.178.227.57:9901/tsfile/live/0141_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV17-农村农业,http://61.178.227.57:9901/tsfile/live/0142_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
北京卫视,http://61.178.227.57:9901/tsfile/live/0122_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
湖南卫视,http://61.178.227.57:9901/tsfile/live/0128_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
浙江卫视,http://61.178.227.57:9901/tsfile/live/0124_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
江苏卫视,http://61.178.227.57:9901/tsfile/live/0127_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
广东卫视,http://61.178.227.57:9901/tsfile/live/0125_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
湖北卫视,http://61.178.227.57:9901/tsfile/live/0132_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
安徽卫视,http://61.178.227.57:9901/tsfile/live/0130_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
山东卫视,http://61.178.227.57:9901/tsfile/live/0131_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
青海卫视,http://61.178.227.57:9901/tsfile/live/0140_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
东方卫视,http://61.178.227.57:9901/tsfile/live/0107_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
四川卫视,http://61.178.227.57:9901/tsfile/live/0123_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
天津卫视,http://61.178.227.57:9901/tsfile/live/0135_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
江西卫视,http://61.178.227.57:9901/tsfile/live/0138_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
陕西卫视,http://61.178.227.57:9901/tsfile/live/0136_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
辽宁卫视,http://61.178.227.57:9901/tsfile/live/0121_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
山西卫视,http://61.178.227.57:9901/tsfile/live/0118_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
云南卫视,http://61.178.227.57:9901/tsfile/live/0119_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
东南卫视,http://61.178.227.57:9901/tsfile/live/0137_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
黑龙江卫视,http://61.178.227.57:9901/tsfile/live/0143_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
深圳卫视,http://61.178.227.57:9901/tsfile/live/0126_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
贵州卫视,http://61.178.227.57:9901/tsfile/live/0120_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
西藏卫视,http://61.178.227.57:9901/tsfile/live/0111_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
河南卫视,http://61.178.227.57:9901/tsfile/live/0139_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
河北卫视,http://61.178.227.57:9901/tsfile/live/0117_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
重庆卫视,http://61.178.227.57:9901/tsfile/live/0142_2.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
吉林卫视,http://61.178.227.57:9901/tsfile/live/0116_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
高清纪实,http://61.178.227.57:9901/tsfile/live/1001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
奥林匹克,http://61.178.227.57:9901/tsfile/live/1003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
兵团卫视,http://61.178.227.57:9901/tsfile/live/0115_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
甘肃公共,http://61.178.227.57:9901/tsfile/live/1002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
兰州新闻综合,http://61.178.227.57:9901/tsfile/live/1011_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
兰州旅游,http://61.178.227.57:9901/tsfile/live/1009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
甘肃都市,http://61.178.227.57:9901/tsfile/live/1005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
甘肃少儿,http://61.178.227.57:9901/tsfile/live/1007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
甘肃文化,http://61.178.227.57:9901/tsfile/live/1008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
甘肃卫视,http://61.178.227.57:9901/tsfile/live/0110_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
厦门卫视,http://61.178.227.57:9901/tsfile/live/0129_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
纪实,http://61.178.227.57:9901/tsfile/live/1010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
旅游卫视,http://61.178.227.57:9901/tsfile/live/0114_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
内蒙古卫视,http://61.178.227.57:9901/tsfile/live/0109_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
凤凰香港,http://61.178.227.57:9901/tsfile/live/1012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
凤凰中文,http://61.178.227.57:9901/tsfile/live/1013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
凤凰资讯,http://61.178.227.57:9901/tsfile/live/1014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
地理,http://61.178.227.57:9901/tsfile/live/1016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
足球,http://61.178.227.57:9901/tsfile/live/1017_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
都市剧场,http://61.178.227.57:9901/tsfile/live/1018_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
法制天地,http://61.178.227.57:9901/tsfile/live/1019_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0

重庆联通,#genre#

CCTV1-综合,http://123.145.74.201:85/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://123.145.74.201:85/tsfile/live/0002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://123.145.74.201:85/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV4-国际,http://123.145.74.201:85/tsfile/live/0004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://123.145.74.201:85/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://123.145.74.201:85/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://123.145.74.201:85/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://123.145.74.201:85/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://123.145.74.201:85/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://123.145.74.201:85/tsfile/live/0010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://123.145.74.201:85/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://123.145.74.201:85/tsfile/live/0012_2.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV13-新闻,http://123.145.74.201:85/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV14-少儿,http://123.145.74.201:85/tsfile/live/0014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV15-音乐,http://123.145.74.201:85/tsfile/live/0015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
重庆卫视,http://123.145.74.201:85/tsfile/live/0142_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
东方卫视,http://123.145.74.201:85/tsfile/live/0107_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
江苏卫视,http://123.145.74.201:85/tsfile/live/0127_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
湖南卫视,http://123.145.74.201:85/tsfile/live/0128_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
广西卫视,http://123.145.74.201:85/tsfile/live/0113_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
海南卫视,http://123.145.74.201:85/tsfile/live/0114_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
吉林卫视,http://123.145.74.201:85/tsfile/live/0116_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
河北卫视,http://123.145.74.201:85/tsfile/live/0117_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
山西卫视,http://123.145.74.201:85/tsfile/live/0118_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
云南卫视,http://123.145.74.201:85/tsfile/live/0119_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
贵州卫视,http://123.145.74.201:85/tsfile/live/0120_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
北京卫视,http://123.145.74.201:85/tsfile/live/0122_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
四川卫视,http://123.145.74.201:85/tsfile/live/0123_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
浙江卫视,http://123.145.74.201:85/tsfile/live/0124_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
广东卫视,http://123.145.74.201:85/tsfile/live/0125_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
深圳卫视,http://123.145.74.201:85/tsfile/live/0126_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
湖北卫视,http://123.145.74.201:85/tsfile/live/0132_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0

浙江联通电信,#genre#
CCTV1-综合,http://123.159.211.194:85/tsfile/live/1013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV1-综合,http://101.66.198.189:85/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV1-综合,http://123.159.210.246:85/tsfile/live/1013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV1-综合,http://101.66.199.228:85/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV1-综合,http://60.183.10.24:85/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV1-综合,http://115.207.253.188:85/tsfile/live/0001_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://123.159.211.194:85/tsfile/live/1014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://101.66.198.189:85/tsfile/live/0002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://123.159.210.246:85/tsfile/live/1014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://101.66.199.228:85/tsfile/live/0002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://60.183.10.24:85/tsfile/live/0002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV2-财经,http://115.207.253.188:85/tsfile/live/0002_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://123.159.211.194:85/tsfile/live/1015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://101.66.198.189:85/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://123.159.210.246:85/tsfile/live/1015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://101.66.199.228:85/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://60.183.10.24:85/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV3-综艺,http://115.207.253.188:85/tsfile/live/0003_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV4-国际,http://101.66.198.189:85/tsfile/live/0004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV4-国际,http://101.66.199.228:85/tsfile/live/0004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV4-国际,http://60.183.10.24:85/tsfile/live/0004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV4-国际,http://115.207.253.188:85/tsfile/live/0004_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://123.159.211.194:85/tsfile/live/1017_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://101.66.198.189:85/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://123.159.210.246:85/tsfile/live/1017_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://101.66.199.228:85/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://60.183.10.24:85/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5-体育,http://115.207.253.188:85/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV5+体育赛事,http://115.207.253.188:85/tsfile/live/0016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://123.159.211.194:85/tsfile/live/1018_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://101.66.198.189:85/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://123.159.210.246:85/tsfile/live/1018_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://101.66.199.228:85/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://60.183.10.24:85/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV6-电影,http://115.207.253.188:85/tsfile/live/0006_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://123.159.211.194:85/tsfile/live/1019_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://101.66.198.189:85/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://123.159.210.246:85/tsfile/live/1019_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://101.66.199.228:85/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://60.183.10.24:85/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV7-军农,http://115.207.253.188:85/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://123.159.211.194:85/tsfile/live/1020_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://101.66.198.189:85/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://123.159.210.246:85/tsfile/live/1020_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://101.66.199.228:85/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://60.183.10.24:85/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://115.207.253.188:85/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://123.159.211.194:85/tsfile/live/1021_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://101.66.198.189:85/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://123.159.210.246:85/tsfile/live/1021_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://101.66.199.228:85/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://60.183.10.24:85/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV9-纪录,http://115.207.253.188:85/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://123.159.211.194:85/tsfile/live/1022_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://101.66.198.189:85/tsfile/live/0010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://123.159.210.246:85/tsfile/live/1022_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://101.66.199.228:85/tsfile/live/0010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://60.183.10.24:85/tsfile/live/0010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV10-科教,http://115.207.253.188:85/tsfile/live/0010_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://123.159.211.194:85/tsfile/live/1023_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://101.66.198.189:85/tsfile/live/0011_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://123.159.210.246:85/tsfile/live/1023_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://101.66.199.228:85/tsfile/live/0011_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://60.183.10.24:85/tsfile/live/0011_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV11-戏曲,http://115.207.253.188:85/tsfile/live/0011_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://123.159.211.194:85/tsfile/live/1024_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://101.66.198.189:85/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://123.159.210.246:85/tsfile/live/1024_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://101.66.199.228:85/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://60.183.10.24:85/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12-社会与法,http://115.207.253.188:85/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV13-新闻,http://123.159.211.194:85/tsfile/live/1025_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV13-新闻,http://101.66.198.189:85/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
